Publication,Scenario,Category,Product,Flow,Unit,Year,Value
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Power sector inputs,Mt CO2,2019,13821
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Power sector inputs,Mt CO2,2020,13504
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Power sector inputs,Mt CO2,2030,5816
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Power sector inputs,Mt CO2,2040,-81
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Power sector inputs,Mt CO2,2050,-369
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Power sector inputs,Mt CO2,2019,10035
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Power sector inputs,Mt CO2,2020,9786
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Power sector inputs,Mt CO2,2030,2950
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Power sector inputs,Mt CO2,2040,102
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Power sector inputs,Mt CO2,2050,69
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2019,655
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2020,628
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2030,173
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2040,6
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Power sector inputs,Mt CO2,2050,6
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2019,3131
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2020,3089
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2030,2781
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2040,268
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Power sector inputs,Mt CO2,2050,128
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2019,0
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2020,0
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2030,-87
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2040,-457
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Power sector inputs,Mt CO2,2050,-572
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2019,1457
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2020,1472
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2030,679
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2040,-85
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Other energy sector,Mt CO2,2050,-368
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2019,20647
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2020,18928
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2030,14723
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2040,7011
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Total final consumption,Mt CO2,2050,1370
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Total final consumption,Mt CO2,2019,4486
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Total final consumption,Mt CO2,2020,4171
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Total final consumption,Mt CO2,2030,2935
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Total final consumption,Mt CO2,2040,1186
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Coal,Total final consumption,Mt CO2,2050,117
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Total final consumption,Mt CO2,2019,10272
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Total final consumption,Mt CO2,2020,9077
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Total final consumption,Mt CO2,2030,6973
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Total final consumption,Mt CO2,2040,3242
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Oil products,Total final consumption,Mt CO2,2050,880
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2019,3451
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2020,3332
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2030,2668
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2040,1453
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Natural gas,Total final consumption,Mt CO2,2050,303
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2019,75
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2020,71
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2030,40
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2040,-70
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Bioenergy and waste,Total final consumption,Mt CO2,2050,-176
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2019,8903
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2020,8478
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2030,6892
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2040,3485
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Industry,Mt CO2,2050,519
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2019,2507
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2020,2349
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2030,1778
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2040,859
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Iron and steel,Mt CO2,2050,220
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2019,1344
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2020,1296
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2030,1199
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2040,654
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Chemical and petrochemical,Mt CO2,2050,66
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Cement,Mt CO2,2019,2461
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Cement,Mt CO2,2020,2334
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Cement,Mt CO2,2030,1899
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Cement,Mt CO2,2040,906
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion and processes emissions,Total,Cement,Mt CO2,2050,133
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Transport,Mt CO2,2019,8290
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Transport,Mt CO2,2020,7153
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Transport,Mt CO2,2030,5719
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Transport,Mt CO2,2040,2686
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Transport,Mt CO2,2050,689
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Road,Mt CO2,2019,6116
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Road,Mt CO2,2020,5483
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Road,Mt CO2,2030,4077
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Road,Mt CO2,2040,1793
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Road,Mt CO2,2050,340
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Passenger cars,Mt CO2,2019,3121
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Passenger cars,Mt CO2,2020,2746
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Passenger cars,Mt CO2,2030,1626
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Passenger cars,Mt CO2,2040,547
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Passenger cars,Mt CO2,2050,85
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Trucks,Mt CO2,2019,1835
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Trucks,Mt CO2,2020,1721
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Trucks,Mt CO2,2030,1614
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Trucks,Mt CO2,2040,890
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Trucks,Mt CO2,2050,198
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total aviation (domestic and bunkers),Mt CO2,2019,1019
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total aviation (domestic and bunkers),Mt CO2,2020,621
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total aviation (domestic and bunkers),Mt CO2,2030,783
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total aviation (domestic and bunkers),Mt CO2,2040,469
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total aviation (domestic and bunkers),Mt CO2,2050,210
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total navigation (domestic and bunkers),Mt CO2,2019,883
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total navigation (domestic and bunkers),Mt CO2,2020,800
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total navigation (domestic and bunkers),Mt CO2,2030,705
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total navigation (domestic and bunkers),Mt CO2,2040,348
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Total navigation (domestic and bunkers),Mt CO2,2050,122
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Buildings,Mt CO2,2019,3007
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Buildings,Mt CO2,2020,2860
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Buildings,Mt CO2,2030,1809
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Buildings,Mt CO2,2040,685
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Buildings,Mt CO2,2050,122
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Residential,Mt CO2,2019,2030
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Residential,Mt CO2,2020,1968
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Residential,Mt CO2,2030,1377
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Residential,Mt CO2,2040,541
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Residential,Mt CO2,2050,108
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Services,Mt CO2,2019,977
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Services,Mt CO2,2020,892
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Services,Mt CO2,2030,432
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Services,Mt CO2,2040,144
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 combustion,Total,Services,Mt CO2,2050,14
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 removal,Total,Total all sectors,Mt CO2,2019,1
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 removal,Total,Total all sectors,Mt CO2,2020,1
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 removal,Total,Total all sectors,Mt CO2,2030,317
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 removal,Total,Total all sectors,Mt CO2,2040,1457
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 removal,Total,Total all sectors,Mt CO2,2050,1936
Net Zero by 2050,Net-Zero Emissions by 2050,"CO2 combustion, processes, removal captured and stored",Total,Total all sectors,Mt CO2,2019,40
Net Zero by 2050,Net-Zero Emissions by 2050,"CO2 combustion, processes, removal captured and stored",Total,Total all sectors,Mt CO2,2020,40
Net Zero by 2050,Net-Zero Emissions by 2050,"CO2 combustion, processes, removal captured and stored",Total,Total all sectors,Mt CO2,2030,1665
Net Zero by 2050,Net-Zero Emissions by 2050,"CO2 combustion, processes, removal captured and stored",Total,Total all sectors,Mt CO2,2040,5619
Net Zero by 2050,Net-Zero Emissions by 2050,"CO2 combustion, processes, removal captured and stored",Total,Total all sectors,Mt CO2,2050,7602
Net Zero by 2050,Net-Zero Emissions by 2050,Population indicators,Total,Population,Million People,2019,7672
Net Zero by 2050,Net-Zero Emissions by 2050,Population indicators,Total,Population,Million People,2020,7753
Net Zero by 2050,Net-Zero Emissions by 2050,Population indicators,Total,Population,Million People,2030,8505
Net Zero by 2050,Net-Zero Emissions by 2050,Population indicators,Total,Population,Million People,2040,9155
Net Zero by 2050,Net-Zero Emissions by 2050,Population indicators,Total,Population,Million People,2050,9692
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Gross domestic product PPP,"USD billion, PPP",2019,134710
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Gross domestic product PPP,"USD billion, PPP",2020,128276
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Gross domestic product PPP,"USD billion, PPP",2030,184037
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Gross domestic product PPP,"USD billion, PPP",2040,246960
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Gross domestic product PPP,"USD billion, PPP",2050,316411
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,GDP per capita,"USD thousand, PPP",2019,17558
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,GDP per capita,"USD thousand, PPP",2020,16545
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,GDP per capita,"USD thousand, PPP",2030,21638
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,GDP per capita,"USD thousand, PPP",2040,26975
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,GDP per capita,"USD thousand, PPP",2050,32648
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per GDP,GJ per thousand USD PPP,2019,4.543
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per GDP,GJ per thousand USD PPP,2020,4.578
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per GDP,GJ per thousand USD PPP,2030,2.973
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per GDP,GJ per thousand USD PPP,2040,2.164
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per GDP,GJ per thousand USD PPP,2050,1.716
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TFC per GDP,GJ per thousand USD PPP,2019,3.231
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TFC per GDP,GJ per thousand USD PPP,2020,3.208
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TFC per GDP,GJ per thousand USD PPP,2030,2.139
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TFC per GDP,GJ per thousand USD PPP,2040,1.468
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TFC per GDP,GJ per thousand USD PPP,2050,1.086
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per capita,GJ per capita,2019,79.774
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per capita,GJ per capita,2020,75.739
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per capita,GJ per capita,2030,64.326
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per capita,GJ per capita,2040,58.385
Net Zero by 2050,Net-Zero Emissions by 2050,Energy intensity,Total,TES per capita,GJ per capita,2050,56.027
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 emissions intensity,Electricity,Electricity generation,kgCO2 per kWh,2019,0.468
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 emissions intensity,Electricity,Electricity generation,kgCO2 per kWh,2020,0.438
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 emissions intensity,Electricity,Electricity generation,kgCO2 per kWh,2030,0.138
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 emissions intensity,Electricity,Electricity generation,kgCO2 per kWh,2040,-0.001
Net Zero by 2050,Net-Zero Emissions by 2050,CO2 emissions intensity,Electricity,Electricity generation,kgCO2 per kWh,2050,-0.005
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Primary chemicals,Mt,2019,538
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Primary chemicals,Mt,2020,529
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Primary chemicals,Mt,2030,641
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Primary chemicals,Mt,2040,686
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Primary chemicals,Mt,2050,688
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Crude steel,Mt,2019,1869
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Crude steel,Mt,2020,1781
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Crude steel,Mt,2030,1937
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Crude steel,Mt,2040,1958
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Crude steel,Mt,2050,1987
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Non metallic minerals (cement),Mt,2019,4215
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Non metallic minerals (cement),Mt,2020,4054
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Non metallic minerals (cement),Mt,2030,4258
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Non metallic minerals (cement),Mt,2040,4129
Net Zero by 2050,Net-Zero Emissions by 2050,Industrial production,Total,Non metallic minerals (cement),Mt,2050,4032
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Passenger cars,Billion vehicle-kilometers,2019,15300
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Passenger cars,Billion vehicle-kilometers,2020,14261
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Passenger cars,Billion vehicle-kilometers,2030,15775
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Passenger cars,Billion vehicle-kilometers,2040,19159
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Passenger cars,Billion vehicle-kilometers,2050,24516
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Trucks,Billion tonne-kilometers,2019,26646
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Trucks,Billion tonne-kilometers,2020,25761
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Trucks,Billion tonne-kilometers,2030,38072
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Trucks,Billion tonne-kilometers,2040,49756
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Trucks,Billion tonne-kilometers,2050,59990
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total aviation (domestic and bunkers),Billion passenger-kilometers,2019,8160
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total aviation (domestic and bunkers),Billion passenger-kilometers,2020,2780
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total aviation (domestic and bunkers),Billion passenger-kilometers,2030,10250
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total aviation (domestic and bunkers),Billion passenger-kilometers,2040,12060
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total aviation (domestic and bunkers),Billion passenger-kilometers,2050,15650
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total navigation (domestic and bunkers),Billion tonne-kilometers,2019,107225
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total navigation (domestic and bunkers),Billion tonne-kilometers,2020,109153
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total navigation (domestic and bunkers),Billion tonne-kilometers,2030,155621
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total navigation (domestic and bunkers),Billion tonne-kilometers,2040,209905
Net Zero by 2050,Net-Zero Emissions by 2050,Activity of stock,Total,Total navigation (domestic and bunkers),Billion tonne-kilometers,2050,291032
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Services,Million square meters,2019,49670
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Services,Million square meters,2020,49825
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Services,Million square meters,2030,58867
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Services,Million square meters,2040,68576
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Services,Million square meters,2050,78157
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Residential,Million square meters,2019,190062
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Residential,Million square meters,2020,192558
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Residential,Million square meters,2030,235745
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Residential,Million square meters,2040,290696
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Floor space,Residential,Million square meters,2050,345183
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Household,Million units,2019,2095
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Household,Million units,2020,2116
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Household,Million units,2030,2435
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Household,Million units,2040,2765
Net Zero by 2050,Net-Zero Emissions by 2050,Economic indicators,Total,Household,Million units,2050,3051
